연번,호선,역명,장비,호기,승강기번호,운행구간(공사기준),설치위치,운행구간(자체조사)
1151,6,상수,E/S,5,1808-935,BM1-B1,내부,대합(B1)-BM1
1152,6,상수,E/S,6,1808-936,BM1-B1,내부,대합(B1)-BM1
1153,6,상수,E/S,7,1808-939,BM1-B1,내부,대합(B1)-BM1
1154,6,상수,E/S,8,1808-940,BM1-B1,내부,대합(B1)-BM1
1155,6,상수,E/S,9,1808-941,F1-BM1,외부,BM1-지상(#3 출구)
1156,6,상수,E/S,10,1808-942,F1-BM1,외부,BM1-지상(#3 출구)
1157,6,광흥창,E/S,1,1808-943,B2-B3,내부,중앙/시/승강(B3)-대(B2)
1158,6,광흥창,E/S,2,1808-944,B2-B3,내부,중앙/종/승강(B3)-대(B2)
1159,6,광흥창,E/S,3,1808-945,B1-B2,내부,시/대합(B2)-대합(B1)
1160,6,광흥창,E/S,4,1808-946,B1-B2,내부,종/대합(B2)-대합(B1)
1161,6,광흥창,E/S,5,1808-185,BM1-B1,내부,대합(B1)-BM1
1162,6,광흥창,E/S,6,1808-947,BM1-B1,내부,대합(B1)-BM1
1163,6,광흥창,E/S,7,1808-948,BM1-B1,내부,대합(B1)-BM1
1164,6,광흥창,E/S,8,1808-174,F1-BM1,외부,BM1-지상(#2 출구)
1165,6,광흥창,E/S,9,1808-175,F1-BM1,외부,BM1-지상(#2 출구)
1166,6,대흥,E/S,1,1800-999,B1-B2,내부,대합(B2)-대합(B1)
1167,6,대흥,E/S,2,1801-000,B1-B2,내부,대합(B2)-대합(B1)
1168,6,대흥,E/S,3,1800-997,BM1-B1,내부,대합(B1)-BM1(#2 출구 방면)
1169,6,대흥,E/S,4,1800-998,BM1-B1,내부,대합(B1)-BM1(#4 출구 방면)
1170,6,대흥,E/S,5,1813-891,F1-B1,외부,
1171,6,대흥,E/S,6,1813-892,F1-B1,외부,
1172,6,공덕,E/S,1,1800-995,F1-B1,외부,대합(B1)-지상(#7 출구)
1173,6,공덕,E/S,2,1800-996,F1-B1,외부,대합(B1)-지상(#7 출구)
1174,6,공덕,E/S,3,1810-055,B2-B3,내부,대합(B2)-대합(B3) 환승통로
1175,6,공덕,E/S,4,1810-056,B2-B3,내부,대합(B2)-대합(B3) 환승통로
1176,6,공덕,E/S,5,1810-568,B2-B3,내부,대합(B2)-대합(B3) 환승통로
1177,6,공덕,E/S,6,1809-238,B2-B3,내부,대합(B2)-대합(B3) 환승통로
1178,6,효창공원앞,E/S,1,1800-376,B1-B2,내부,대합(B2)-대합(B1)
1179,6,효창공원앞,E/S,2,1800-377,B1-B2,내부,대합(B2)-대합(B1)
1180,6,효창공원앞,E/S,3,1800-378,F1-B1,외부,대합(B1)-지상(#4 출구)
1181,6,효창공원앞,E/S,4,1800-379,F1-B1,외부,대합(B1)-지상(#4 출구)
1182,6,효창공원앞,E/S,5,1810-728,B2-B3,내부,상/시점(B3)-대(B2)
1183,6,효창공원앞,E/S,6,1810-727,B2-B3,내부,상/시점(B3)-대(B2)
1184,6,삼각지,E/S,1,1800-698,B1-B3,내부,대합(B3)-대합(B1)
1185,6,삼각지,E/S,2,1800-699,B1-B3,내부,대합(B3)-대합(B1)
1186,6,삼각지,E/S,3,1800-700,B1-B3,내부,대합(B3)-대합(B1)
1187,6,삼각지,E/S,4,1800-701,B1-B3,내부,대합(B3)-대합(B1)
1188,6,녹사평,E/S,1,1800-380,B4-B5,내부,중앙/시/승강(B5)-대합(B4)
1189,6,녹사평,E/S,2,1800-381,B4-B5,내부,중앙/시/승강(B5)-대합(B4)
1190,6,녹사평,E/S,3,1800-382,B4-B5,내부,중앙/종/승강(B5)-대합(B4)
1191,6,녹사평,E/S,4,1800-383,B4-B5,내부,중앙/종/승강(B5)-대합(B4)
1192,6,녹사평,E/S,5,1800-384,B2-B4,내부,대합(B4)-대합(B2)
1193,6,녹사평,E/S,6,1800-385,B2-B4,내부,대합(B4)-대합(B2)
1194,6,녹사평,E/S,7,1800-386,B2-B4,내부,대합(B4)-대합(B2)
1195,6,녹사평,E/S,8,1800-387,B1-B2,내부,대합(B2)-대합(B1)
1196,6,녹사평,E/S,9,1800-388,B1-B2,내부,대합(B2)-대합(B1)
1197,6,녹사평,E/S,10,1800-389,F1-B1,외부,대합(B1)-지상(#2 출구)
1198,6,녹사평,E/S,11,1800-390,F1-B1,외부,대합(B1)-지상(#2 출구)
1199,6,녹사평,E/S,12,1800-391,F1-B1,외부,대합(B1)-지상(#3 출구)
1200,6,녹사평,E/S,13,0800-392,F1-B1,외부,대합(B1)-지상(#3 출구)
1201,6,이태원,E/S,1,1800-844,B2-B4,내부,대합(B4)-대합(B2)
1202,6,이태원,E/S,2,1800-845,B2-B4,내부,대합(B4)-대합(B2)
1203,6,이태원,E/S,3,1809-499,BM1-B1,내부,대합(B1)-BM1
1204,6,이태원,E/S,4,1809-500,BM1-B1,내부,대합(B1)-BM1
1205,6,한강진,E/S,1,1808-191,B1-B3,내부,대합(B3)-대합(B1)
1206,6,한강진,E/S,2,1808-192,B1-B3,내부,대합(B3)-대합(B1)
1207,6,한강진,E/S,3,1810-744,1-B1,외부,대합(B1)-지상(#2 출구)
1208,6,한강진,E/S,4,1810-743,1-B1,외부,대합(B1)-지상(#2 출구)
1209,6,버티고개,E/S,1,1812-500,B2-B3,내부,대합(B3)-대합(B2)
1210,6,버티고개,E/S,2,1812-510,B2-B3,내부,대합(B3)-대합(B2)
1211,6,버티고개,E/S,3,1808-199,F1-B1,외부,대합(B1)-지상(#3 출구)
1212,6,버티고개,E/S,4,1808-200,F1-B1,외부,대합(B1)-지상(#3 출구)
1213,6,약수,E/S,1,1809-212,환B2-B3,내부,상/종/승강(B3)-대합(B2)
1214,6,약수,E/S,2,1800-582,환B2-B3,내부,상/종/승강(B3)-대합(B2)
1215,6,약수,E/S,3,1800-583,환B2-B3,내부,하/종/승강(B3)-대합(B2)
1216,6,약수,E/S,4,1809-213,환B2-B3,내부,하/종/승강(B3)-대합(B2)
1217,6,약수,E/S,5,1809-214,BM1-B1,내부,대합(B1)-BM1
1218,6,약수,E/S,6,1809-215,BM1-B1,내부,대합(B1)-BM1
1219,6,약수,E/S,7,1809-209,환B1-B2,내부,대합(B2)-환승(B1)
1220,6,약수,E/S,8,1809-210,환B1-B2,내부,대합(B2)-환승(B1)
1221,6,약수,E/S,9,1809-211,BM1-B1,내부,대합(B1)-BM1
1222,6,약수,E/S,10,1801-048,F1-BM1,외부,BM1-지상(#7 출구)
1223,6,약수,E/S,11,1808-526,F1-BM1,외부,BM1-지상(#7 출구)
1224,6,청구,E/S,1,1800-859,B2-B3,내부,환승/대합(B3)-시/승강(B2)
1225,6,청구,E/S,2,1800-860,B2-B3,내부,환승/대합(B3)-시/승강(B2)
1226,6,청구,E/S,3,1800-861,B2-B3,내부,환승/대합(B3)-종/승강(B2)
1227,6,청구,E/S,4,1800-862,B2-B3,내부,환승/대합(B3)-종/승강(B2)
1228,6,청구,E/S,5,1800-863,BM1-B1,내부,대합(B1)-BM1
1229,6,청구,E/S,6,1800-864,BM1-B1,내부,대합(B1)-BM1
1230,6,청구,E/S,7,1800-865,BM1-B1,내부,대합(B1)-BM1
1231,6,청구,E/S,8,1800-866,BM1-B1,내부,대합(B1)-BM1
1232,6,청구,E/S,9,1810-109,F1-BM1,외부,1번출구-BM1
1233,6,청구,E/S,10,1810-110,F1-BM1,외부,1번출구-BM1
1234,6,신당,E/S,1,1808-979,B2-B3,내부,시/승강(B3)-대합(B2)
1235,6,신당,E/S,2,1808-980,B2-B3,내부,종/승강(B3)-대합(B2)
1236,6,신당,E/S,3,1808-975,B1-B3,내부,중앙/승강(B3)-대합(B1)
1237,6,신당,E/S,4,1808-976,B1-B3,내부,중앙/승강(B3)-대합(B1)
1238,6,신당,E/S,5,1808-977,B1-B3,내부,중앙/승강(B3)-대합(B1)
1239,6,신당,E/S,6,1808-978,B1-B3,내부,중앙/승강(B3)-대합(B1)
1240,6,신당,E/S,7,1808-981,F1-B1,외부,대합(B1)-지상(#10 출구)
1241,6,신당,E/S,8,1808-982,F1-B1,외부,대합(B1)-지상(#10 출구)
1242,6,신당,E/S,9,1800-683,B1(환승통로)-B2,내부,대합(B2)-환승통로(B1)
1243,6,신당,E/S,10,1800-684,B1(환승통로)-B2,내부,대합(B2)-환승통로(B1)
1244,6,신당,E/S,11,1800-685,B1(환승통로)-B2,내부,B2(2호선승강)-B1(환승통로)
1245,6,신당,E/S,12,1800-686,B1(환승통로)-B2,내부,B2(2호선승강)-B1(환승통로)
1246,6,신당,E/S,13,1800-687,B1(환승통로)-B2,내부,B2(2호선승강)-B1(환승통로)
1247,6,신당,E/S,14,1800-688,B1(환승통로)-B2,내부,B2(2호선승강)-B1(환승통로)
1248,6,신당,E/S,15,1807-095,BM1-B1,내부,BM1-B1(연결통로)
1249,6,신당,E/S,16,1807-096,BM1-B1,내부,BM1-B1(연결통로)
1250,6,신당,E/S,17,1807-097,F1-BM1,외부,F1-BM1
1251,6,신당,E/S,18,1807-098,F1-BM1,외부,F1-BM1
1252,6,동묘앞,E/S,1,1800-068,B2(환승통로)-B3,내부,중앙/승강(B3)-환승통로(B2)
1253,6,동묘앞,E/S,2,1800-067,B2(환승통로)-B3,내부,중앙/승강(B3)-환승통로(B2)
1254,6,동묘앞,E/S,3,1800-070,B2-B3,내부,종/승강(B3)-대합(B2)
1255,6,동묘앞,E/S,4,1800-069,B2-B3,내부,종/승강(B3)-대합(B2)
1256,6,동묘앞,E/S,5,1800-074,B1-B2,내부,대합(B2)-대합(B1)
1257,6,동묘앞,E/S,6,1800-075,B1-B2,내부,대합(B2)-대합(B1)
1258,6,동묘앞,E/S,7,1800-071,B1-B2,내부,대합(B2)-대합(B1)
1259,6,동묘앞,E/S,8,1800-066,BM1-B1,내부,대합(B1)-BM1
1260,6,동묘앞,E/S,9,1800-073,F1-BM1,외부,BM1-지상(#8 출구)
1261,6,동묘앞,E/S,10,1800-072,F1-BM1,외부,BM1-지상(#8 출구)
1262,6,동묘앞,E/S,11,1810-051,B2-B3,내부,대합(B2)-승강장(B3)
1263,6,동묘앞,E/S,12,1810-052,B2-B3,내부,대합(B2)-승강장(B3)
1264,6,창신,E/S,1,1800-051,B1-B3,내부,대합(B3)-대합(B1)
1265,6,창신,E/S,2,1800-052,B1-B3,내부,대합(B3)-대합(B1)
1266,6,창신,E/S,3,1800-065,BM1-B1,내부,대합(B1)-BM1
1267,6,보문,E/S,1,1809-118,B1-B2,내부,대합(B2)-대합(B1)
1268,6,보문,E/S,2,1809-119,B1-B2,내부,대합(B2)-대합(B1)
1269,6,안암,E/S,1,1809-116,BM1-B1,내부,대합(B1)-BM1
1270,6,안암,E/S,2,1809-117,BM1-B1,내부,대합(B1)-BM1
1271,6,안암,E/S,3,1809-114,BM1-B1,내부,대합(B1)-BM1
1272,6,안암,E/S,4,1809-115,BM1-B1,내부,대합(B1)-BM1
1273,6,안암,E/S,5,1803-147,B1-B2,내부,대합실(B1)-대합실(B2)
1274,6,안암,E/S,6,1803-148,B1-B2,내부,대합실(B1)-대합실(B2)
1275,6,고려대,E/S,1,1809-108,B1-B2,내부,대합(B2)-대합(B1)
1276,6,고려대,E/S,2,1809-109,B1-B2,내부,대합(B2)-대합(B1)
1277,6,고려대,E/S,3,1809-110,BM1-B1,내부,대합(B1)-BM1
1278,6,고려대,E/S,4,1809-111,BM1-B1,내부,대합(B1)-BM1
1279,6,고려대,E/S,5,1809-112,F1-B1,외부,대합(B1)-지상(#6 출구)
1280,6,고려대,E/S,6,1809-113,F1-B1,외부,대합(B1)-지상(#6 출구)
1281,6,고려대,E/S,7,1803-396,F1-B1,외부,대합(B1)-지상(#4 출구)
1282,6,고려대,E/S,8,1803-397,F1-B1,외부,대합(B1)-지상(#4 출구)
1283,6,고려대,E/S,9,1810-503,B3-B4,내부,상/시점 B4(승강)-B3(대합)
1284,6,고려대,E/S,10,1810-504,B3-B4,내부,상/시점 B4(승강)-B3(대합)
1285,6,고려대,E/S,11,1810-501,B3-B4,내부,하/시점 B4(승강)-B3(대합)
1286,6,고려대,E/S,12,1810-502,B3-B4,내부,하/시점 B4(승강)-B3(대합)
1287,6,월곡,E/S,1,1803-403,BM1-B1,내부,대합(B1)-BM1
1288,6,월곡,E/S,2,1809-103,BM1-B1,내부,대합(B1)-BM1
1289,6,월곡,E/S,3,1809-104,F1-BM1,외부,BM1-지상(#2 출구)
1290,6,월곡,E/S,4,1809-105,F1-BM1,외부,BM1-지상(#2 출구)
1291,6,월곡,E/S,5,1803-404,F1-BM1,외부,BM1-지상(#3 출구)
1292,6,월곡,E/S,6,1803-405,F1-BM1,외부,BM1-지상(#3 출구)
1293,6,월곡,E/S,7,1810-505,B2-B3,내부,상/시점 B3(승강)-B2(대합)
1294,6,월곡,E/S,8,1810-506,B2-B3,내부,상/시점 B3(승강)-B2(대합)
1295,6,월곡,E/S,9,1803-149,B2-B3,내부,
1296,6,월곡,E/S,10,1803-150,B2-B3,내부,
1297,6,월곡,E/S,11,1803-042,F1-BM1,외부,BM1-지상(#1 출구)
1298,6,월곡,E/S,12,1803-043,F1-BM1,외부,BM1-지상(#1 출구)
1299,6,상월곡,E/S,1,1803-401,B1-B2,내부,대합(B2)-대합(B1)
1300,6,상월곡,E/S,2,1803-402,B1-B2,내부,대합(B2)-대합(B1)
1301,6,상월곡,E/S,3,1803-398,BM1-B1,내부,대합(B1)-BM1
1302,6,상월곡,E/S,4,1803-399,BM1-B1,내부,대합(B1)-BM1
1303,6,상월곡,E/S,5,1809-740,F1-M1,외부,M1-1(#2 출구)
1304,6,상월곡,E/S,6,1809-741,F1-M1,외부,M1-1(#2 출구)
1305,6,돌곶이,E/S,1,1802-487,BM1-B1,내부,대합(B1)-BM1
1306,6,돌곶이,E/S,2,1809-101,F1-B1,외부,대합(B1)-지상(#8 출구)
1307,6,돌곶이,E/S,3,1809-102,F1-B1,외부,대합(B1)-지상(#8 출구)
1308,6,돌곶이,E/S,4,1802-488,BM1-B1,내부,대합(B1)-BM1
1309,6,석계,E/S,1,1803-422,B2-B3,내부,상/시/승강(B3)-대합(B2)
1310,6,석계,E/S,2,1803-423,B2-B3,내부,하/시/승강(B3)-대합(B2)
1311,6,석계,E/S,3,1803-424,B2-B3,내부,상/승강(B3)-대합(B2)
1312,6,석계,E/S,4,1803-425,B2-B3,내부,하/승강(B3)-대합(B2)
1313,6,석계,E/S,5,1803-418,B1-B2,내부,대합(B2)-대합(B1)
1314,6,석계,E/S,6,1803-419,BM1-B1,내부,대합(B1)-BM1
1315,6,석계,E/S,7,1803-420,F1-B1,외부,대합(B1)-지상(#4 출구)
1316,6,석계,E/S,8,1803-421,F1-B1,외부,대합(B1)-지상(#4 출구)
1317,6,석계,E/S,9,1803-414,B1(환승통로)-B2,내부,환승통로(B2)-대합(B1)
1318,6,석계,E/S,10,1803-415,B1(환승통로)-B2,내부,환승통로(B2)-대합(B1)
1319,6,석계,E/S,11,1803-416,F2(1호선)-B1,내부,대합(B1)-1호선승강(F1)
1320,6,석계,E/S,12,1803-417,F2(1호선)-B1,내부,대합(B1)-1호선승강(F1)
1321,6,석계,E/S,13,1803-376,F1-B1,외부,대합(B1)-지상(#2 출구)
1322,6,석계,E/S,14,1803-375,F1-B1,외부,대합(B1)-지상(#2 출구)
1323,6,태릉입구,E/S,1,1803-406,B3-B4,내부,7상/종/승강(B4)-대합(B3)
1324,6,태릉입구,E/S,2,1803-407,B3-B4,내부,7상/종/승강(B4)-대합(B3)
1325,6,태릉입구,E/S,3,1803-408,B3-B4,내부,7하/종/승강(B4)-대합(B3)
1326,6,태릉입구,E/S,4,1803-409,B3-B4,내부,7하/종/승강(B4)-대합(B3)
1327,6,태릉입구,E/S,5,1803-410,B2-B3,내부,대합(B3)-상/종/승강(B2)
1328,6,태릉입구,E/S,6,1803-411,B2-B3,내부,대합(B3)-상/종/승강(B2)
1329,6,태릉입구,E/S,7,1803-412,B2-B3,내부,대합(B3)-하/종/승강(B2)
1330,6,태릉입구,E/S,8,1803-413,B2-B3,내부,대합(B3)-하/종/승강(B2)
1331,6,태릉입구,E/S,9,1802-496,BM1-B1,내부,대합(B1)-BM1
1332,6,태릉입구,E/S,10,1802-498,F1-B1,외부,대합(B1)-지상(#7 출구)
1333,6,태릉입구,E/S,11,1802-497,F1-B1,외부,대합(B1)-지상(#7 출구)
1334,6,태릉입구,E/S,12,1810-167,BM1-B1,내부,대합(B1)-BM1
1335,6,태릉입구,E/S,13,1810-168,BM1-B1,내부,대합(B1)-BM1
1336,6,태릉입구,E/S,14,1810-169,F1-BM1,외부,BM1-지상(#6 출구)
1337,6,태릉입구,E/S,15,1810-170,F1-BM1,외부,BM1-지상(#6 출구)
1338,6,화랑대,E/S,1,1802-481,F1-B1,외부,대합(B1)-지상(#3 출구)
1339,6,화랑대,E/S,2,1802-482,F1-B1,외부,대합(B1)-지상(#3 출구)
1340,6,화랑대,E/S,3,1802-483,F1-B1,외부,대합(B1)-지상(#7 출구)
1341,6,화랑대,E/S,4,1802-484,F1-B1,외부,대합(B1)-지상(#7 출구)
1342,6,봉화산,E/S,1,1803-351,B1-B2,내부,상/시/승강(B2)-대합(B1)
1343,6,봉화산,E/S,2,1803-352,B1-B2,내부,종점/승강(B2)-대합(B1)
1344,6,봉화산,E/S,3,1809-120,F1-B1,외부,대합(B1)-지상(#3 출구)
1345,6,봉화산,E/S,4,1809-121,F1-B1,외부,대합(B1)-지상(#3 출구)
1346,6,신내,E/S,1,1812-436,F1-F2,,
1347,6,신내,E/S,2,1812-437,F1-F2,,
1348,7,수락산,E/S,1,1806-701,F1-B2,외부,대합(B2)-지상(#3 출구)
1349,7,수락산,E/S,2,1806-702,F1-B2,외부,대합(B2)-지상(#3 출구)
1350,7,수락산,E/S,3,1803-091,F1-B1,외부,대합(B1)-지상(#1 출구)
1351,7,수락산,E/S,4,1803-092,F1-B1,외부,대합(B1)-지상(#6 출구)
1352,7,수락산,E/S,5,1810-577,B1-F1,,대합(B1)-지상(#4 출구)
1353,7,수락산,E/S,6,1810-578,F1-B1,,대합(B1)-지상(#4 출구)
1354,7,마들,E/S,1,1803-093,B1-B2,내부,대합(B2)-대합(B1)
1355,7,마들,E/S,2,1803-094,B1-B2,내부,대합(B2)-대합(B1)
1356,7,마들,E/S,3,1806-815,F1-B1,외부,대합(B1)-지상(#3 출구)
1357,7,마들,E/S,4,1806-816,F1-B1,외부,대합(B1)-지상(#3 출구)
1358,7,마들,E/S,5,1806-824,F1-B1,외부,대합(B1)-지상(#6 출구)
1359,7,마들,E/S,6,1806-823,F1-B1,외부,대합(B1)-지상(#6 출구)
1360,7,마들,E/S,7,1810-567,B1-B2,내부,
1361,7,마들,E/S,8,1810-568,B1-B2,내부,
1362,7,노원,E/S,1,1806-611,B1-B3,내부,중앙/시/승강(B3)-대합(B1)
1363,7,노원,E/S,2,1806-612,B1-B3,내부,중앙/시/승강(B3)-대합(B1)
1364,7,노원,E/S,3,1806-613,B1-B3,내부,중앙/시/승강(B3)-대합(B1)
1365,7,노원,E/S,4,1806-609,환승통로,내부,대합(B1)-BM1
1366,7,노원,E/S,5,1806-610,환승통로,내부,대합(B1)-BM1
1367,7,노원,E/S,6,1806-698,환승통로,내부,BM1-환승통로(F1)
1368,7,노원,E/S,7,1806-699,환승통로,내부,BM1-환승통로(F1)
1369,7,노원,E/S,8,1806-614,환승통로,내부,BM1-환승통로(F1)
1370,7,노원,E/S,9,1806-615,환승통로,내부,BM1-환승통로(F1)
1371,7,노원,E/S,10,1803-095,F1-B1,외부,대합(B1)-지상(#3 출구)
1372,7,노원,E/S,11,1803-096,F1-B1,외부,대합(B1)-지상(#3 출구)
1373,7,노원,E/S,12,1803-151,F1-B1,외부,대합(B1)-지상(#6 출구)
1374,7,노원,E/S,13,1803-152,F1-B1,외부,대합(B1)-지상(#6 출구)
1375,7,노원,E/S,14,1806-817,F1-BM1,외부,BM1-지상(#8 출구)
1376,7,노원,E/S,15,1806-818,F1-BM1,외부,BM1-지상(#8 출구)
1377,7,중계,E/S,1,1803-029,F1-BM1,외부,BM1-지상(#1 출구)
1378,7,중계,E/S,2,1803-030,F1-BM1,외부,BM1-지상(#1 출구)
1379,7,중계,E/S,3,1803-032,F1-BM1,외부,BM1-지상(#3 출구)
1380,7,중계,E/S,4,1803-031,F1-BM1,외부,BM1-지상(#3 출구)
1381,7,중계,E/S,5,1810-511,B2-B3,내부,
1382,7,중계,E/S,6,1810-512,B3-B2,내부,
1383,7,중계,E/S,7,1810-513,F1-B1,외부,
1384,7,중계,E/S,8,1810-514,B1-F1,외부,
1385,7,하계,E/S,1,1803-098,F1-BM1,외부,BM1-지상(#2 출구)
1386,7,하계,E/S,2,1803-097,F1-BM1,외부,BM1-지상(#2 출구)
1387,7,하계,E/S,3,1803-153,F1-BM1,외부,BM1-지상(#4 출구)
1388,7,하계,E/S,4,1803-154,F1-BM1,외부,BM1-지상(#4 출구)
1389,7,하계,E/S,5,1810-541,B1-F1,외부,B1-F1(#3 출구)
1390,7,하계,E/S,6,1810-542,B1-F1,외부,B1-F1(#3 출구)
1391,7,공릉,E/S,1,1806-700,B2-B4,내부,상/승강(B4)-대합(B2)
1392,7,공릉,E/S,2,1806-713,B2-B4,내부,하/승강(B4)-대합(B2)
1393,7,공릉,E/S,3,1806-714,B1-B3,내부,대합(B3)-대합(B1)
1394,7,공릉,E/S,4,1806-715,B1-B3,내부,대합(B3)-대합(B1)
1395,7,공릉,E/S,5,1806-841,F1-B1,외부,대합(B1)-지상(#4 출구)
1396,7,공릉,E/S,6,1806-840,F1-B1,외부,대합(B1)-지상(#4 출구)
1397,7,태릉입구,E/S,1,1806-730,B1-B3,내부,대합(B3)-대합(B1)
1398,7,태릉입구,E/S,2,1806-731,B1-B3,내부,대합(B3)-대합(B1)
1399,7,태릉입구,E/S,3,1806-732,B1-B3,내부,대합(B3)-대합(B1)
1400,7,태릉입구,E/S,4,1806-733,B1-B3,내부,대합(B3)-대합(B1)
1401,7,태릉입구,E/S,5,1815-413,B1-B3,내부,대합(B3)-대합(B1)
1402,7,태릉입구,E/S,6,1815-414,B1-B3,내부,대합(B3)-대합(B1)
1403,7,태릉입구,E/S,7,1810-579,B1-F1,,대합(B1)-지상(F1)
1404,7,태릉입구,E/S,8,1810-580,F1-B1,,지상(F1)-대합(B1)
1405,7,먹골,E/S,1,1803-157,F1-BM1,외부,BM1-지상(#2 출구)
1406,7,먹골,E/S,2,1803-158,F1-BM1,외부,BM1-지상(#2 출구)
1407,7,먹골,E/S,3,1806-821,F1-B1,외부,대합(B1)-지상(#7 출구)
1408,7,먹골,E/S,4,1806-822,F1-B1,외부,대합(B1)-지상(#7 출구)
1409,7,먹골,E/S,5,1810-830,B1-F1,외부,대합(B1)-지상(F1)
1410,7,먹골,E/S,6,1810-831,F1-B1,외부,지상(F1)-대합(B1)
1411,7,중화,E/S,1,1800-934,B2-B3,내부,
1412,7,중화,E/S,2,1800-935,B2-B3,내부,
1413,7,중화,E/S,3,1800-936,B2-B3,내부,
1414,7,중화,E/S,4,1800-937,B2-B3,내부,
1415,7,중화,E/S,5,1800-939,F1-B1,외부,대합(B1)-지상(#3 출구)
1416,7,중화,E/S,6,1800-940,B1-F1,외부,대합(B1)-지상(#3 출구)
1417,7,상봉,E/S,1,1806-835,F1-BM1,외부,BM1-지상(#1 출구)
1418,7,상봉,E/S,2,1806-834,F1-BM1,외부,BM1-지상(#1 출구)
1419,7,상봉,E/S,3,1806-837,F1-BM1,외부,BM1-지상(#2 출구)
1420,7,상봉,E/S,4,1806-836,F1-BM1,외부,BM1-지상(#2 출구)
1421,7,상봉,E/S,5,1806-839,F1-B1,외부,BM1-지상(#3 출구)
1422,7,상봉,E/S,6,1806-838,F1-B1,외부,BM1-지상(#3 출구)
1423,7,면목,E/S,1,1806-601,B1-B3,내부,대합(B3)-대합(B1)
1424,7,면목,E/S,2,1806-602,B1-B3,내부,대합(B3)-대합(B1)
1425,7,면목,E/S,3,1806-819,F1-B1,외부,대합(B1)-지상(#3 출구)
1426,7,면목,E/S,4,1806-820,F1-B1,외부,대합(B1)-지상(#3 출구)
1427,7,면목,E/S,5,1803-089,F1-B1,외부,대합(B1)-지상(#2 출구)
1428,7,면목,E/S,6,1803-090,F1-B1,외부,대합(B1)-지상(#2 출구)
1429,7,사가정,E/S,1,1806-603,B1-B3,내부,대합(B3)-대합(B1)
1430,7,사가정,E/S,2,1806-604,B1-B3,내부,대합(B3)-대합(B1)
1431,7,사가정,E/S,3,1806-703,F1-B1,외부,대합(B1)-지상(#1 출구)
1432,7,사가정,E/S,4,1806-704,F1-B1,외부,대합(B1)-지상(#1 출구)
1433,7,사가정,E/S,5,1806-605,F1-B1,외부,대합(B1)-지상(#3 출구)
1434,7,사가정,E/S,6,1806-606,F1-B1,외부,대합(B1)-지상(#3 출구)
1435,7,사가정,E/S,7,1806-607,F1-B1,외부,대합(B1)-지상(#4 출구)
1436,7,사가정,E/S,8,1806-608,F1-B1,외부,대합(B1)-지상(#4 출구)
1437,7,사가정,E/S,9,1803-176,B1-1,외부,대합(B1)-지상(#2 출구)
1438,7,사가정,E/S,10,1803-177 ,1-B1,외부,대합(B1)-지상(#2 출구)
1439,7,용마산,E/S,1,1806-734,B1-B3,내부,대합(B3)-대합(B1)
1440,7,용마산,E/S,2,1806-735,B1-B3,내부,대합(B3)-대합(B1)
1441,7,용마산,E/S,3,1803-155,BM1-B1,내부,대합(B1)-BM1
1442,7,용마산,E/S,4,1803-156,BM1-B1,내부,대합(B1)-BM1
1443,7,용마산,E/S,5,1809-929,F1-BM1,외부,BM1-지상(#1 출구)
1444,7,용마산,E/S,6,1809-930,F1-BM1,외부,BM1-지상(#1 출구)
1445,7,용마산,E/S,7,1803-178 ,B1-1,외부,대합(B1)-지상(#3 출구)
1446,7,용마산,E/S,8,1803-179 ,1-B1,외부,대합(B1)-지상(#3 출구)
1447,7,중곡,E/S,1,1806-034,F1-B1,외부,대합(B1)-지상(#3 출구)
1448,7,중곡,E/S,2,1806-035,F1-B1,외부,대합(B1)-지상(#3 출구)
1449,7,중곡,E/S,3,1811-766,B1-F1,외부,
1450,7,중곡,E/S,4,1811-767,F1-B1,외부,
1451,7,군자,E/S,1,1811-681,B2-B1,내부,
1452,7,군자,E/S,2,1811-682,B1-B2,내부,
1453,7,군자,E/S,3,1811-683,B3-B2,내부,
1454,7,군자,E/S,4,1811-684,B2-B3,내부,
1455,7,군자,E/S,5,1811-685,B3-B2,내부,
1456,7,군자,E/S,6,1811-686,B2-B3,내부,
1457,7,어린이대공원,E/S,1,1801-751,F1-B1,외부,대합(B1)-지상(#5 출구)
1458,7,어린이대공원,E/S,2,1801-752,F1-B1,외부,대합(B1)-지상(#5 출구)
1459,7,어린이대공원,E/S,3,1806-036,F1-B1,외부,대합(B1)-지상(#3 출구)
1460,7,어린이대공원,E/S,4,1806-037,F1-B1,외부,대합(B1)-지상(#3 출구)
1461,7,어린이대공원,E/S,5,1811-531,F1-BM1,외부,(BM1)-지상(#1 출구)
1462,7,어린이대공원,E/S,6,1811-532,F1-BM1,외부,(BM1)-지상(#1 출구)
1463,7,건대입구,E/S,1,1801-691,환승통로,내부,대합(B3)-FM1
1464,7,건대입구,E/S,2,1801-692,환승통로,내부,대합(B3)-FM1
1465,7,건대입구,E/S,3,1805-897,환승통로,내부,FM1-대합(F2)
1466,7,건대입구,E/S,4,1805-840,환승통로,내부,FM1-대합(F2)
1467,7,건대입구,E/S,5,1801-693,환승통로,내부,하/종/승강(B2)-대합(F2)
1468,7,건대입구,E/S,6,1801-694,환승통로,내부,하/종/승강(B2)-대합(F2)
1469,7,건대입구,E/S,7,1801-472,B2-B3,내부,대합(B3)-상/승강(B2)
